speaker,text
alonso,"if thou beest prospero, give us particulars of thy preservation; how thou hast met us here, who three hours since were wrack'd upon this shore; where i have lost,— how sharp the point of this remembrance is!— my dear son ferdinand. "
prospero,"i am woe for't, sir. "
alonso,"irreparable is the loss, and patience says it is past her cure. "
prospero,"i rather think you have not sought her help; of whose soft grace, for the like loss i have her sovereign aid, and rest myself content. "
alonso,you the like loss! 
prospero,"as great to me, as late; and, supportable to make the dear loss, have i means much weaker than you may call to comfort you, for i have lost my daughter. "
alonso,"a daughter? o heavens! that they were living both in naples, the king and queen there! that they were, i wish myself were mudded in that oozy bed where my son lies. when did you lose your daughter? "
prospero,"in this last tempest. i perceive, these lords at this encounter do so much admire that they devour their reason, and scarce think their eyes do offices of truth, their words are natural breath: but, howsoe'er you have been justled from your senses, know for certain that i am prospero and that very duke which was thrust forth of milan; who most strangely upon this shore, where you were wrack'd, was landed, to be the lord on't. no more yet of this; for 'tis a chronicle of day by day, not a relation for a breakfast nor befitting this first meeting. welcome, sir; this cell's my court: here have i few attendants and subjects none abroad: pray you, look in. my dukedom since you have given me again, i will requite you with as good a thing; at least bring forth a wonder, to content ye as much as me my dukedom.  "
miranda,"sweet lord, you play me false. "
ferdinand,"no, my dearest love, i would not for the world. "
miranda,"yes, for a score of kingdoms you should wrangle, and i would call it fair play. "
alonso,"if this prove a vision of the island, one dear son shall i twice lose. "
sebastian,a most high miracle! 
ferdinand,"though the seas threaten, they are merciful: i have curs'd them without cause. "
alonso,"now, all the blessings of a glad father compass thee about! arise, and say how thou cam'st here. "
miranda,"o, wonder! how many goodly creatures are there here! how beauteous mankind is! o brave new world, that has such people in't! "
prospero,'tis new to thee. 
alonso,"what is this maid, with whom thou wast at play? your eld'st acquaintance cannot be three hours: is she the goddess that hath sever'd us, and brought us thus together? "
ferdinand,"sir, she is mortal; but by immortal providence she's mine; i chose her when i could not ask my father for his advice, nor thought i had one. she is daughter to this famous duke of milan, of whom so often i have heard renown, but never saw before; of whom i have receiv'd a second life; and second father this lady makes him to me. "
alonso,i am hers: but o! how oddly will it sound that i must ask my child forgiveness! 
prospero,"there, sir, stop: let us not burden our remembrances with a heaviness that's gone. "
gonzalo,"i have inly wept, or should have spoke ere this. look down, you gods, and on this couple drop a blessed crown; for it is you that have chalk'd forth the way which brought us hither! "
alonso,"i say, amen, gonzalo! "
gonzalo,"was milan thrust from milan, that his issue should become kings of naples? o, rejoice beyond a common joy, and set it down with gold on lasting pillars. in one voyage did claribel her husband find at tunis, and ferdinand, her brother, found a wife where he himself was lost; prospero his dukedom in a poor isle; and all of us ourselves, when no man was his own. "
gonzalo,be it so: amen!  
boatswain,"the best news is that we have safely found our king and company: the next, our ship,— which but three glasses since we gave out split,— is tight and yare and bravely rigg'd as when we first put out to sea. "
alonso,"these are not natural events; they strengthen from strange to stranger.—say, how came you hither? "
boatswain,"if i did think, sir, i were well awake, i'd strive to tell you. we were dead of sleep, and,—how we know not,—all clapp'd under hatches, where, but even now, with strange and several noises of roaring, shrieking, howling, jingling chains, and mo diversity of sounds, all horrible, we were awak'd; straightway, at liberty: where we, in all her trim, freshly beheld our royal, good, and gallant ship; our master capering to eye her: on a trice, so please you, even in a dream, were we divided from them, and were brought moping hither. "
alonso,this is as strange a maze as e'er men trod; and there is in this business more than nature was ever conduct of: some oracle must rectify our knowledge. 
prospero,"sir, my liege, do not infest your mind with beating on the strangeness of this business: at pick'd leisure which shall be shortly, single i'll resolve you,— which to you shall seem probable,—of every these happen'd accidents; till when, be cheerful, and think of each thing well.—"
stephano,"every man shift for all the rest, and let no man take care for himself, for all is but fortune.—coragio! bully-monster, coragio! "
trinculo,"if these be true spies which i wear in my head, here's a goodly sight. "
caliban,"o setebos! these be brave spirits, indeed. how fine my master is! i am afraid he will chastise me. "
sebastian,"ha, ha! what things are these, my lord antonio? will money buy them? "
antonio,"very like; one of them is a plain fish, and, no doubt, marketable. "
prospero,"mark but the badges of these men, my lords, then say, if they be true.—this mis-shapen knave,— his mother was a witch; and one so strong that could control the moon, make flows and ebbs, and deal in her command without her power. these three have robb'd me; and this demidevil,— for he's a bastard one,—had plotted with them to take my life: two of these fellows you must know and own; this thing of darkness i acknowledge mine. "
caliban,i shall be pinch'd to death 
alonso,"is not this stephano, my drunken butler? "
sebastian,he is drunk now: where had he wine? 
alonso,and trinculo is reeling-ripe: where should they find this grand liquor that hath gilded them? how cam'st thou in this pickle? 
trinculo,"i have been in such a pickle since i saw you last that, i fear me, will never out of my bones: i shall not fear fly-blowing. "
sebastian,"why, how now, stephano! "
stephano,"o! touch me not: i am not stephano, but a cramp. "
prospero,"you'd be king of the isle, sirrah? "
stephano,i should have been a sore one then. 
alonso,this is a strange thing as e'er i look'd on. 
prospero,"he is as disproportion'd in his manners as in his shape.—go, sirrah, to my cell; take with you your companions: as you look to have my pardon, trim it handsomely. "
caliban,"ay, that i will; and i'll be wise hereafter, and seek for grace. what a thrice-double ass was i, to take this drunkard for a god, and worship this dull fool! "
prospero,go to; away! 
alonso,"hence, and bestow your luggage where you found it. "
sebastian,"or stole it, rather. "
prospero,"sir, i invite your highness and your train to my poor cell, where you shall take your rest for this one night; which—part of it—i'll waste with such discourse as, i not doubt, shall make it go quick away; the story of my life and the particular accidents gone by since i came to this isle: and in the morn i'll bring you to your ship, and so to naples, where i have hope to see the nuptial of these our dear-beloved solemniz'd; and thence retire me to my milan, where every third thought shall be my grave. "
alonso,"i long to hear the story of your life, which must take the ear strangely. "
prospero,"i'll deliver all; and promise you calm seas, auspicious gales and sail so expeditious that shall catch your royal fleet far off.—"
prospero,"now my charms are all o'erthrown, and what strength i have's mine own; which is most faint: now, 'tis true, i must be here confin'd by you, or sent to naples let me not, since i have my dukedom got and pardon'd the deceiver, dwell in this bare island by your spell; but release me from my bands with the help of your good hands. gentle breath of yours my sails must fill, or else my project fails, which was to please. now i want spirits to enforce, art to enchant; and my ending is despair, unless i be reliev'd by prayer, which pierces so that it assaults mercy itself and frees all faults. as you from crimes would pardon'd be, let your indulgence set me free.  "
