speaker,text
holofernes,shall i have audience? he shall present hercules in minority: his enter and exit shall be strangling a snake; and i will have an apology for that purpose. 
moth,"an excellent device! so, if any of the audience hiss, you may cry, 'well done, hercules! now thou crushest the snake!' that is the way to make an offence gracious, though few have the grace to do it. "
armado,for the rest of the worthies?— 
holofernes,i will play three myself. 
moth,thrice-worthy gentleman! 
armado,shall i tell you a thing? 
holofernes,we attend. 
armado,"we will have, if this fadge not, an antick. i beseech you, follow. "
holofernes,"via, goodman dull! thou hast spoken no word all this while. "
dull,"nor understood none neither, sir. "
holofernes,allons! we will employ thee. 
dull,"i'll make one in a dance, or so; or i will play the tabor to the worthies, and let them dance the hay. "
holofernes,"most dull, honest dull, to our sport, away! "
princess,"sweet hearts, we shall be rich ere we depart, if fairings come thus plentifully in: lady wall'd about with diamonds! look you what i have from the loving king. "
rosaline,"madam, came nothing else along with that? "
princess,"nothing but this! yes, as much love in rime as would be cramm'd up in a sheet of paper, writ o' both sides the leaf, margent and all, that he was fain to seal on cupid's name. "
rosaline,that was the way to make his godhead wax; for he hath been five thousand years a boy. 
katharine,"ay, and a shrewd unhappy gallows too. "
rosaline,you'll ne'er be friends with him: a' kill'd your sister. 
katharine,"he made her melancholy, sad, and heavy; and so she died: had she been light, like you, of such a merry, nimble, stirring spirit, she might ha' been a grandam ere she died; and so may you, for a light heart lives long. "
rosaline,"what's your dark meaning, mouse, of this light word? "
katharine,a light condition in a beauty dark. 
rosaline,we need more light to find your meaning out. 
katharine,"you'll mar the light by taking it in snuff; therefore, i'll darkly end the argument. "
rosaline,"look, what you do, you do it still i' the dark. "
katharine,"so do not you, for you are a light wench. "
rosaline,"indeed i weigh not you, and therefore light. "
katharine,you weigh me not. o! that's you care not for me. 
rosaline,"great reason; for, 'past cure is still past care.' "
princess,"well bandied both; a set of wit well play'd. but rosaline, you have a favour too: who sent it? and what is it? "
rosaline,"i would you knew: an if my face were but as fair as yours, my favour were as great; be witness this. nay, i have verses too, i thank berowne: the numbers true; and, were the numb'ring too, i were the fairest goddess on the ground: i am compar'd to twenty thousand fairs. o! he hath drawn my picture in his letter. "
princess,anything like? 
rosaline,"much in the letters, nothing in the praise. "
princess,beauteous as ink; a good conclusion. 
katharine,fair as a text b in a copy-book. 
rosaline,"'ware pencils! how? let me not die your debtor. my red dominical, my golden letter: o, that your face were not so full of o's! "
katharine,a pox of that jest! and beshrew all shrows! 
princess,but what was sent to you from fair dumaine? 
katharine,"madam, this glove. "
princess,did he not send you twain? 
katharine,"yes, madam; and moreover, some thousand verses of a faithful lover: a huge translation of hypocrisy, vilely compil'd, profound simplicity. "
maria,"this, and these pearls to me sent longaville: the letter is too long by half a mile. "
princess,i think no less. dost thou not wish in heart the chain were longer and the letter short? 
maria,"ay, or i would these hands might never part. "
princess,we are wise girls to mock our lovers so. 
rosaline,"they are worse fools to purchase mocking so. that same berowne i'll torture ere i go. o that i knew he were but in by the week! how i would make him fawn, and beg, and seek, and wait the season, and observe the times, and spend his prodigal wits in bootless rimes, and shape his service wholly to my hests, and make him proud to make me proud that jests! so perttaunt-like would i o'ersway his state that he should be my fool, and i his fate. "
princess,"none are so surely caught, when they are catch'd, as wit turn'd fool: folly, in wisdom hatch'd, hath wisdom's warrant and the help of school and wit's own grace to grace a learned fool. "
rosaline,the blood of youth burns not with such excess as gravity's revolt to wantonness. 
maria,"folly in fools bears not so strong a note as foolery in the wise, when wit doth dote; since all the power thereof it doth apply to prove, by wit, worth in simplicity.  "
princess,"here comes boyet, and mirth is in his face. "
boyet,o! i am stabb'd with laughter. where's her grace? 
princess,"thy news, boyet? "
boyet,"prepare, madam, prepare!— arm, wenches, arm! encounters mounted are against your peace: love doth approach disguis'd, armed in arguments; you'll be surpris'd: muster your wits; stand in your own defence; or hide your heads like cowards, and fly hence. "
princess,"saint denis to saint cupid! what are they that charge their breath against us? say, scout, say. "
boyet,"under the cool shade of a sycamore i thought to close mine eyes some half an hour, when, lo! to interrupt my purpos'd rest, toward that shade i might behold addrest the king and his companions: warily i stole into a neighbour thicket by, and overheard what you shall overhear; that, by and by, disguis'd they will be here. their herald is a pretty knavish page, that well by heart hath conn'd his embassage: action and accent did they teach him there; 'thus must thou speak, and thus thy body bear.' and ever and anon they made a doubt presence majestical would put him out; 'for,' quoth the king, 'an angel shalt thou see; yet fear not thou, but speak audaciously.' the boy replied, 'an angel is not evil; i should have fear'd her had she been a devil.' with that all laugh'd and clapp'd him on the shoulder, making the bold wag by their praises bolder. one rubb'd his elbow thus, and fleer'd, and swore a better speech was never spoke before; another, with his finger and his thumb, cry'd 'via! we will do't, come what will come;' the third he caper'd and cried, 'all goes well;' the fourth turn'd on the toe, and down he fell. with that, they all did tumble on the ground, with such a zealous laughter, so profound, that in this spleen ridiculous appears, to check their folly, passion's solemn tears. "
princess,"but what, but what, come they to visit us? "
boyet,"they do, they do; and are apparell'd thus, like muscovites or russians, as i guess. their purpose is to parle, to court and dance; and every one his love-feat will advance unto his several mistress, which they'll know by favours several which they did bestow. "
princess,"and will they so? the gallants shall be task'd: for, ladies, we will every one be mask'd, and not a man of them shall have the grace, despite of suit, to see a lady's face. hold, rosaline, this favour thou shalt wear, and then the king will court thee for his dear: hold, take thou this, my sweet, and give me thine, so shall berowne take me for rosaline, and change you favours too; so shall your loves woo contrary, deceiv'd by these removes. "
rosaline,"come on, then; wear the favours most in sight. "
katharine,but in this changing what is your intent? 
princess,"the effect of my intent is, to cross theirs: they do it but in mocking merriment; and mock for mock is only my intent. their several counsels they unbosom shall to loves mistook and so be mock'd withal upon the next occasion that we meet, with visages display'd, to talk and greet. "
rosaline,"but shall we dance, if they desire us to't? "
princess,"no, to the death, we will not move a foot: nor to their penn'd speech render we no grace; but while 'tis spoke each turn away her face. "
boyet,"why, that contempt will kill the speaker's heart, and quite divorce his memory from his part. "
princess,"therefore i do it; and i make no doubt, the rest will ne'er come in, if he be out. there's no such sport as sport by sport o'erthrown, to make theirs ours and ours none but our own: so shall we stay, mocking intended game, and they, well mock'd, depart away with shame. "
boyet,the trumpet sounds: be mask'd; the maskers come. 
moth,"all hail, the richest beauties on the earth! "
boyet,beauties no richer than rich taffeta. 
moth,"a holy parcel of the fairest dames, "
berowne,"'their eyes,' villain, 'their eyes.' "
moth,that ever turn'd their eyes to mortal views! out— 
boyet,"true; 'out,' indeed. "
moth,"'out of your favours, heavenly spirits, vouchsafe not to behold'— "
berowne,"'once to behold,' rogue. "
moth,"'once to behold with your sun-beamed eyes, —with your sun-beamed eyes'— "
boyet,they will not answer to that epithet; you were best call it 'daughter-beamed eyes.' 
moth,"they do not mark me, and that brings me out. "
berowne,"is this your perfectness? be gone, you rogue! "
rosaline,"what would these strangers? know their minds, boyet: if they do speak our language, 'tis our will that some plain man recount their purposes: know what they would. "
boyet,what would you with the princess? 
berowne,nothing but peace and gentle visitation. 
rosaline,"what would they, say they? "
boyet,nothing but peace and gentle visitation. 
rosaline,"why, that they have; and bid them so be gone. "
boyet,"she says, you have it, and you may be gone. "
king,"say to her, we have measur'd many miles, to tread a measure with her on this grass. "
boyet,"they say, that they have measur'd many a mile, to tread a measure with you on this grass. "
rosaline,"it is not so. ask them how many inches is in one mile: if they have measur'd many, the measure then of one is easily told. "
boyet,"if to come hither you have measur'd miles, and many miles, the princess bids you tell how many inches do fill up one mile. "
berowne,tell her we measure them by weary steps. 
boyet,she hears herself. 
rosaline,"how many weary steps, of many weary miles you have o'ergone, are number'd in the travel of one mile? "
berowne,"we number nothing that we spend for you: our duty is so rich, so infinite, that we may do it still without accompt. vouchsafe to show the sunshine of your face, that we, like savages, may worship it. "
rosaline,"my face is but a moon, and clouded too. "
king,"blessed are clouds, to do as such clouds do! vouchsafe, bright moon, and these thy stars, to shine, those clouds remov'd, upon our wat'ry eyne. "
rosaline,o vain petitioner! beg a greater matter; thou now request'st but moonshine in the water. 
king,"then, in our measure but vouchsafe one change. thou bid'st me beg; this begging is not strange. "
rosaline,"play, music, then! nay, you must do it soon. "
king,will you not dance? how come you thus estrang'd? 
rosaline,"you took the moon at full, but now she's chang'd. "
king,"yet still she is the moon, and i the man. the music plays; vouchsafe some motion to it. "
rosaline,our ears vouchsafe it. 
king,but your legs should do it. 
rosaline,"since you are strangers, and come here by chance, we'll not be nice: take hands: we will not dance. "
king,why take we hands then? 
rosaline,"only to part friends. curtsy, sweet hearts; and so the measure ends. "
king,more measure of this measure: be not nice. 
rosaline,we can afford no more at such a price. 
king,prize you yourselves? what buys your company? 
rosaline,your absence only. 
king,that can never be. 
rosaline,"then cannot we be bought: and so, adieu; twice to your visor, and half once to you! "
king,"if you deny to dance, let's hold more chat. "
rosaline,"in private, then. "
king,i am best pleas'd with that. 
berowne,"white-handed mistress, one sweet word with thee. "
princess,"honey, and milk, and sugar; there are three. "
berowne,"nay then, two treys, an if you grow so nice, metheglin, wort, and malmsey: well run, dice! there's half a dozen sweets. "
princess,"seventh sweet, adieu: since you can cog, i'll play no more with you. "
berowne,one word in secret. 
princess,let it not be sweet. 
berowne,thou griev'st my gall. 
princess,gall! bitter. 
berowne,therefore meet. 
dumaine,will you vouchsafe with me to change a word? 
maria,name it. 
dumaine,"fair lady,— "
maria,"say you so? fair lord, take that for your fair lady. "
dumaine,"please it you, as much in private, and i'll bid adieu. "
katharine,what! was your visor made without a tongue? 
longaville,"i know the reason, lady, why you ask. "
katharine,"o! for your reason; quickly, sir; i long. "
longaville,"you have a double tongue within your mask, and would afford my speechless visor half. "
katharine,"'veal,' quoth the dutchman. is not 'veal' a calf? "
longaville,"a calf, fair lady! "
katharine,"no, a fair lord calf. "
longaville,let's part the word. 
katharine,"no, i'll not be your half: take all, and wean it: it may prove an ox. "
longaville,"look, how you butt yourself in these sharp mocks. will you give horns, chaste lady? do not so. "
katharine,"then die a calf, before your horns do grow. "
longaville,"one word in private with you, ere i die. "
katharine,bleat softly then; the butcher hears you cry. 
boyet,"the tongues of mocking wenches are as keen as is the razor's edge invisible, cutting a smaller hair than may be seen, above the sense of sense; so sensible seemeth their conference; their conceits have wings fleeter than arrows, bullets, wind, thought, swifter things. "
rosaline,"not one word more, my maids: break off, break off. "
berowne,"by heaven, all dry-beaten with pure scoff! "
king,"farewell, mad wenches: you have simple wits. "
princess,"twenty adieus, my frozen muscovits. "
boyet,"tapers they are, with your sweet breaths puff'd out. "
rosaline,"well-liking wits they have; gross, gross; fat, fat. "
princess,"o poverty in wit, kingly-poor flout! will they not, think you, hang themselves to-night? or ever, but in visors, show their faces? this pert berowne was out of countenance quite. "
rosaline,o! they were all in lamentable cases. the king was weeping-ripe for a good word. 
princess,berowne did swear himself out of all suit. 
maria,"dumaine was at my service, and his sword: 'no point,' quoth i: my servant straight was mute. "
katharine,"lord longaville said, i came o'er his heart; and trow you what he call'd me? "
princess,"qualm, perhaps. "
katharine,"yes, in good faith. "
princess,"go, sickness as thou art! "
rosaline,"well, better wits have worn plain statutecaps. but will you hear? the king is my love sworn. "
princess,and quick berowne hath plighted faith to me. 
katharine,and longaville was for my service born. 
maria,"dumaine is mine, as sure as bark on tree. "
boyet,"madam, and pretty mistresses, give ear: immediately they will again be here in their own shapes; for it can never be they will digest this harsh indignity. "
princess,will they return? 
boyet,"they will, they will, god knows; and leap for joy, though they are lame with blows: therefore change favours; and, when they repair, blow like sweet roses in this summer air. "
princess,how blow? how blow? speak to be understood. 
boyet,"fair ladies mask'd, are roses in their bud: dismask'd, their damask sweet commixture shown, are angels vailing clouds, or roses blown. "
princess,avaunt perplexity! what shall we do if they return in their own shapes to woo? 
rosaline,"good madam, if by me you'll be advis'd, let's mock them still, as well known as disguis'd. let us complain to them what fools were here, disguis'd like muscovites, in shapeless gear; and wonder what they were, and to what end their shallow shows and prologue vilely penn'd, and their rough carriage so ridiculous, should be presented at our tent to us. "
boyet,"ladies, withdraw: the gallants are at hand. "
princess,"whip to your tents, as roes run over land. "
king,"fair sir, god save you! where is the princess? "
boyet,"gone to her tent. please it your majesty, command me any service to her thither? "
king,that she vouchsafe me audience for one word. 
boyet,"i will; and so will she, i know, my lord. "
berowne,"this fellow pecks up wit, as pigeons pease, and utters it again when god doth please: he is wit's pedlar, and retails his wares at wakes and wassails, meetings, markets, fairs; and we that sell by gross, the lord doth know, have not the grace to grace it with such show. this gallant pins the wenches on his sleeve; had he been adam, he had tempted eve: he can carve too, and lisp: why, this is he that kiss'd his hand away in courtesy; this is the ape of form, monsieur the nice, that, when he plays at tables, chides the dice in honourable terms: nay, he can sing a mean most meanly, and in ushering mend him who can: the ladies call him, sweet; the stairs, as he treads on them, kiss his feet. this is the flower that smiles on every one, to show his teeth as white as whales-bone; and consciences, that will not die in debt, pay him the due of honey-tongu'd boyet. "
king,"a blister on his sweet tongue, with my heart, that put armado's page out of his part!  "
berowne,"see where it comes! behaviour, what wert thou, till this man show'd thee? and what art thou now? "
king,"all hail, sweet madam, and fair time of day! "
princess,"'fair,' in 'all hail,' is foul, as i conceive. "
king,"construe my speeches better, if you may. "
princess,then wish me better: i will give you leave. 
king,"we came to visit you, and purpose now to lead you to our court: vouchsafe it then. "
princess,"this field shall hold me, and so hold your vow: nor god, nor i, delights in perjur'd men. "
king,rebuke me not for that which you provoke: the virtue of your eye must break my oath. 
princess,"you nick-name virtue; vice you should have spoke; for virtue's office never breaks men's troth. now, by my maiden honour, yet as pure as the unsullied lily, i protest, a world of torments though i should endure, i would not yield to be your house's guest; so much i hate a breaking cause to be of heavenly oaths, vow'd with integrity. "
king,"o! you have liv'd in desolation here, unseen, unvisited, much to our shame. "
princess,"not so, my lord; it is not so, i swear; we have had pastime here and pleasant game. a mess of russians left us but of late. "
king,"how, madam! russians? "
princess,"ay, in truth, my lord; trim gallants, full of courtship and of state. "
rosaline,"madam, speak true. it is not so, my lord: my lady, to the manner of the days, in courtesy gives undeserving praise. we four, indeed, confronted were with four in russian habit: here they stay'd an hour, and talk'd apace; and in that hour, my lord, they did not bless us with one happy word. i dare not call them fools; but this i think, when they are thirsty, fools would fam have drink. "
berowne,"this jest is dry to me. fair gentle sweet, your wit makes wise things foolish: when we greet, with eyes best seeing, heaven's fiery eye, by light we lose light: your capacity is of that nature that to your huge store wise things seem foolish and rich things but poor. "
rosaline,"this proves you wise and rich, for in my eye— "
berowne,"i am a fool, and full of poverty. "
rosaline,"but that you take what doth to you belong, it were a fault to snatch words from my tongue. "
berowne,"o! i am yours, and all that i possess. "
rosaline,all the fool mine? 
berowne,i cannot give you less. 
rosaline,which of the visors was it that you wore? 
berowne,where? when? what visor? why demand you this? 
rosaline,"there, then, that visor; that superfluous case that hid the worse, and show'd the better face. "
king,we are descried: they'll mock us now downright. 
dumaine,"let us confess, and turn it to a jest. "
princess,"amaz'd, my lord? why looks your highness sad? "
rosaline,"help! hold his brows! he'll swound. why look you pale? sea-sick, i think, coming from muscovy. "
berowne,"thus pour the stars down plagues for perjury. can any face of brass hold longer out?— here stand i, lady; dart thy skill at me; bruise me with scorn, confound me with a flout; thrust thy sharp wit quite through my ignorance; cut me to pieces with thy keen conceit; and i will wish thee never more to dance, nor never more in russian habit wait. o! never will i trust to speeches penn'd, nor to the motion of a school-boy's tongue, nor never come in visor to my friend, nor woo in rime, like a blind harper's song, taffeta phrases, silken terms precise, three-pil'd hyperboles, spruce affectation, figures pedantical; these summer flies have blown me full of maggot ostentation: i do forswear them; and i here protest, by this white glove,—how white the hand, god knows,— henceforth my wooing mind shall be express'd in russet yeas and honest kersey noes: and, to begin, wench,—so god help me, la!— my love to thee is sound, sans crack or flaw. "
rosaline,"sans 'sans,' i pray you. "
berowne,"yet i have a trick of the old rage: bear with me, i am sick; i'll leave it by degrees. soft! let us see: write, 'lord have mercy on us' on those three; they are infected, in their hearts it lies; they have the plague, and caught it of your eyes: these lords are visited; you are not free, for the lord's tokens on you do i see. "
princess,"no, they are free that gave these tokens to us. "
berowne,our states are forfeit: seek not to undo us. 
rosaline,"it is not so. for how can this be true, that you stand forfeit, being those that sue? "
berowne,peace! for i will not have to do with you. 
rosaline,"nor shall not, if i do as i intend. "
berowne,speak for yourselves: my wit is at an end. 
king,"teach us, sweet madam, for our rude transgression some fair excuse. "
princess,"the fairest is confession. were you not here, but even now, disguis'd? "
king,"madam, i was. "
princess,and were you well advis'd? 
king,"i was, fair madam. "
princess,"when you then were here, what did you whisper in your lady's ear? "
king,that more than all the world i did respect her. 
princess,"when she shall challenge this, you will reject her. "
king,"upon mine honour, no. "
princess,"peace! peace! forbear; your oath once broke, you force not to forswear. "
king,"despise me, when i break this oath of mine. "
princess,"i will; and therefore keep it. rosaline, what did the russian whisper in your ear? "
rosaline,"madam, he swore that he did hold me dear as precious eyesight, and did value me above this world; adding thereto, moreover, that he would wed me, or else die my lover. "
princess,god give thee joy of him! the noble lord most honourably doth uphold his word. 
king,"what mean you, madam? by my life, my troth, i never swore this lady such an oath. "
rosaline,"by heaven you did; and to confirm it plain, you gave me this: but take it, sir, again. "
king,my faith and this the princess i did give: i knew her by this jewel on her sleeve. 
princess,"pardon me, sir, this jewel did she wear; and lord berowne, i thank him, is my dear. what, will you have me, or your pearl again? "
berowne,"neither of either; i remit both twain. i see the trick on't: here was a consent, knowing aforehand of our merriment, to dash it like a christmas comedy. some carry-tale, some please-man, some slight zany, some mumble-news, some trencher-knight, some dick, that smiles his cheek in years, and knows the trick to make my lady laugh when she's dispos'd, told our intents before; which once disclos'd, the ladies did change favours, and then we, following the signs, woo'd but the sign of she. now, to our perjury to add more terror, we are again forsworn, in will and error. much upon this it is: "
boyet,"full merrily hath this brave manage, this career, been run. "
berowne,lo! he is tilting straight. peace! i have done.  
costard,"o lord, sir, they would know whether the three worthies shall come in or no. "
berowne,"what, are there but three? "
costard,"no, sir; but it is vara fine, for every one pursents three. "
berowne,and three times thrice is nine. 
costard,"not so, sir; under correction, sir, i hope, it is not so. you cannot beg us, sir, i can assure you, sir; we know what we know: i hope, sir, three times thrice, sir,— "
berowne,is not nine. 
costard,"under correction, sir, we know whereuntil it doth amount. "
berowne,"by jove, i always took three threes for nine. "
costard,"o lord, sir! it were pity you should get your living by reckoning, sir. "
berowne,how much is it? 
costard,"o lord, sir! the parties themselves, the actors, sir, will show whereuntil it doth amount: for mine own part, i am, as they say, but to parfect one man in one poor man, pompion the great, sir. "
berowne,art thou one of the worthies? 
costard,"it pleased them to think me worthy of pompion the great: for mine own part, i know not the degree of the worthy, but i am to stand for him. "
berowne,"go, bid them prepare. "
costard,"we will turn it finely off, sir; we will take some care. "
king,"berowne, they will shame us; let them not approach. "
berowne,"we are shame-proof, my lord; and 'tis some policy to have one show worse than the king's and his company. "
king,i say they shall not come. 
princess,"nay, my good lord, let me o'errule you now. that sport best pleases that doth least know how; where zeal strives to content, and the contents die in the zeal of those which it presents; their form confounded makes most form in mirth, when great things labouring perish in their birth. "
berowne,"a right description of our sport, my lord.  "
armado,"anointed, i implore so much expense of thy royal sweet breath as will utter a brace of words. "
princess,doth this man serve god? 
berowne,why ask you? 
princess,"he speaks not like a man of god's making, "
armado,"that's all one, my fair, sweet, honey monarch; for, i protest, the schoolmaster is exceeding fantastical; too-too vain; too-too vain: but we will put it, as they say, to fortuna de la guerra. i wish you the peace of mind, most royal couplement! "
king,"here is like to be a good presence of worthies. he presents hector of troy; the swain, pompey the great; the parish curate, alexander; armado's page, hercules; the pedant, judas maccabæus: and if these four worthies in their first show thrive, these four will change habits and present the other five. "
berowne,there is five in the first show. 
king,"you are deceived, 'tis not so. "
berowne,"the pedant, the braggart, the hedgepriest, the fool, and the boy:— abate throw at novum, and the whole world again cannot pick out five such, take each one in his vein. "
king,"the ship is under sail, and here she comes amain.  "
costard,"i pompey am,— "
boyet,"you lie, you are not he. "
costard,"i pompey am,— "
boyet,with libbard's head on knee. 
berowne,"well said, old mocker: i must needs be friends with thee. "
costard,"i pompey am, pompey surnam'd the big,— "
dumaine,'the great.' 
costard,"it is 'great,' sir; pompey surnam'd the great; that oft in field, with targe and shield, did make my foe to sweat: and travelling along this coast, i here am come by chance, and lay my arms before the legs of this sweet lass of france. if your ladyship would say, 'thanks, pompey,' i had done. "
princess,"great thanks, great pompey. "
costard,'tis not so much worth; but i hope i was perfect. i made a little fault in 'great.' 
berowne,"my hat to a halfpenny, pompey proves the best worthy.  "
nathaniel,"when in the world i liv'd, i was the world's commander; by east, west, north, and south, i spread my conquering might: my scutcheon plain declares that i am alisander,— "
boyet,"your nose says, no, you are not; for it stands too right. "
berowne,"your nose smells 'no,' in this, most tender-smelling knight. "
princess,"the conqueror is dismay'd. proceed, good alexander. "
nathaniel,"when in the world i liv'd, i was the world's commander;— "
boyet,"most true; 'tis right: you were so, alisander. "
berowne,"pompey the great,— "
costard,"your servant, and costard. "
berowne,"take away the conqueror, take away alisander. "
princess,"stand aside, good pompey.  "
holofernes,"great hercules is presented by this imp, whose club kill'd cerberus, that three-headed canis; and, when he was a babe, a child, a shrimp, thus did he strangle serpents in his manus. quoniam, he seemeth in minority, ergo, i come with this apology. keep some state in thy exit, and vanish.— "
dumaine,a judas! 
holofernes,"not iscariot, sir. judas i am, ycleped maccabæus. "
dumaine,judas maccabæus clipt is plain judas. 
berowne,a kissing traitor. how art thou prov'd judas? 
holofernes,judas i am.— 
dumaine,"the more shame for you, judas. "
holofernes,"what mean you, sir? "
boyet,to make judas hang himself. 
holofernes,"begin, sir; you are my elder. "
berowne,well follow'd: judas was hanged on an elder. 
holofernes,i will not be put out of countenance. 
berowne,because thou hast no face. 
holofernes,what is this? 
boyet,a cittern-head. 
dumaine,the head of a bodkin. 
berowne,a death's face in a ring. 
longaville,"the face of an old roman coin, scarce seen. "
boyet,the pommel of cæsar's falchion. 
dumaine,the carved-bone face on a flask. 
berowne,saint george's half-cheek in a brooch. 
dumaine,"ay, and in a brooch of lead. "
berowne,"ay, and worn in the cap of a toothdrawer. and now forward; for we have put thee in countenance. "
holofernes,you have put me out of countenance. 
berowne,false: we have given thee faces. 
holofernes,but you have outfaced them all. 
berowne,"an thou wert a lion, we would do so. "
boyet,"therefore, as he is an ass, let him go. and so adieu, sweet jude! nay, why dost thou stay? "
dumaine,for the latter end of his name. 
berowne,"for the ass to the jude? give it him:—jud-as, away! "
holofernes,"this is not generous, not gentle, not humble. "
boyet,"a light for monsieur judas! it grows dark, he may stumble. "
princess,"alas! poor maccabæus, how hath he been baited.  "
berowne,"hide thy head, achilles: here comes hector in arms. "
dumaine,"though my mocks come home by me, i will now be merry. "
king,hector was but a troyan in respect of this. 
boyet,but is this hector? 
king,i think hector was not so clean-timbered. 
longaville,his calf is too big for hector. 
dumaine,"more calf, certain. "
boyet,no; he is best indued in the small. 
berowne,this cannot be hector. 
dumaine,he's a god or a painter; for he makes faces. 
armado,"the armipotent mars, of lances the almighty, gave hector a gift,— "
dumaine,a gilt nutmeg. 
berowne,a lemon. 
longaville,stuck with cloves. 
dumaine,"no, cloven. "
armado,"peace! the armipotent mars, of lances the almighty, gave hector a gift, the heir of ilion; a man so breath'd, that certain he would fight ye from morn till night, out of his pavilion. i am that flower,— "
dumaine,that mint. 
longaville,that columbine. 
armado,"sweet lord longaville, rein thy tongue. "
longaville,"i must rather give it the rein, for it runs against hector. "
dumaine,"ay, and hector's a greyhound. "
armado,"the sweet war-man is dead and rotten; sweet chucks, beat not the bones of the buried; when he breathed, he was a man. but i will forward with my device. "
princess,"speak, brave hector; we are much delighted. "
armado,i do adore thy sweet grace's slipper. 
armado,"this hector far surmounted hannibal,— "
costard,"the party is gone; fellow hector, she is gone; she is two months on her way. "
armado,what meanest thou? 
costard,"faith, unless you play the honest troyan, the poor wench is cast away: she's quick; the child brags in her belly already: 'tis yours. "
armado,dost thou infamonize me among potentates? thou shalt die. 
costard,"then shall hector be whipped for jaquenetta that is quick by him, and hanged for pompey that is dead by him. "
dumaine,most rare pompey! 
boyet,renowned pompey! 
berowne,"greater than great, great, great, great pompey! pompey the huge! "
dumaine,hector trembles. 
berowne,"pompey is moved. more ates, more ates! stir them on! stir them on! "
dumaine,hector will challenge him. 
berowne,"ay, if a' have no more man's blood in's belly than will sup a flea. "
armado,"by the north pole, i do challenge thee. "
costard,"i will not fight with a pole, like a northern man: i'll slash; i'll do it by the sword. i bepray you, let me borrow my arms again. "
dumaine,room for the incensed worthies! 
costard,i'll do it in my shirt. 
dumaine,most resolute pompey! 
moth,"master, let me take you a button-hole lower. do you not see pompey is uncasing for the combat? what mean you? you will lose your reputation. "
armado,"gentlemen and soldiers, pardon me; i will not combat in my shirt. "
dumaine,you may not deny it; pompey hath made the challenge. 
armado,"sweet bloods, i both may and will. "
berowne,what reason have you for't? 
armado,"the naked truth of it is, i have no shirt. i go woolward for penance. "
boyet,"true, and it was enjoined him in rome for want of linen; since when, i'll be sworn, he wore none but a dish-clout of jaquenetta's, and that a' wears next his heart for a favour.  "
maria,"god save you, madam! "
princess,"welcome, marcade; but that thou interrupt'st our merriment. "
maria,"i am sorry, madam; for the news i bring is heavy in my tongue. the king your father— "
princess,"dead, for my life! "
maria,even so: my tale is told. 
berowne,"worthies, away! the scene begins to cloud. "
armado,"for my own part, i breathe free breath. i have seen the day of wrong through the little hole of discretion, and i will right myself like a soldier. "
king,how fares your majesty? 
princess,"boyet, prepare: i will away to-night. "
king,"madam, not so: i do beseech you, stay. "
princess,"prepare, i say. i thank you, gracious lords, for all your fair endeavours; and entreat, out of a new-sad soul, that you vouchsafe in your rich wisdom to excuse or hide the liberal opposition of our spirits, if over-boldly we have borne ourselves in the converse of breath; your gentleness was guilty of it. farewell, worthy lord! a heavy heart bears not a nimble tongue, excuse me so, coming so short of thanks for my great suit so easily obtain'd. "
king,"the extreme part of time extremely forms all causes to the purpose of his speed, and often, at his very loose, decides that which long process could not arbitrate: and though the mourning brow of progeny forbid the smiling courtesy of love the holy suit which fain it would convince; yet, since love's argument was first on foot, let not the cloud of sorrow justle it from what it purpos'd; since, to wail friends lost is not by much so wholesome-profitable as to rejoice at friends but newly found. "
princess,i understand you not: my griefs are double. 
berowne,"honest plain words best pierce the ear of grief; and by these badges understand the king. for your fair sakes have we neglected time, play'd foul play with our oaths. your beauty, ladies, hath much deform'd us, fashioning our humours even to the opposed end of our intents; and what in us hath seem'd ridiculous,— as love is full of unbefitting strains; all wanton as a child, skipping and vain; form'd by the eye, and, therefore, like the eye, full of stray shapes, of habits and of forms, varying in subjects, as the eye doth roll to every varied object in his glance: which parti-coated presence of loose love put on by us, if, in your heavenly eyes, have misbecome our oaths and gravities, those heavenly eyes, that look into these faults, suggested us to make. therefore, ladies, our love being yours, the error that love makes is likewise yours: we to ourselves prove false, by being once false for ever to be true to those that make us both,—fair ladies, you: and even that falsehood, in itself a sin, thus purifies itself and turns to grace. "
princess,"we have receiv'd your letters full of love; your favours, the embassadors of love; and, in our maiden council, rated them at courtship, pleasant jest, and courtesy, as bombast and as lining to the time. but more devout than this in our respects have we not been; and therefore met your loves in their own fashion, like a merriment. "
dumaine,"our letters, madam, show'd much more than jest. "
longaville,so did our looks. 
rosaline,we did not quote them so. 
king,"now, at the latest minute of the hour, grant us your loves. "
princess,"a time, methinks, too short to make a world-without-end bargain in. no, no, my lord, your grace is perjur'd much, full of dear guiltiness; and therefore this: if for my love,—as there is no such cause,— you will do aught, this shall you do for me: your oath i will not trust; but go with speed to some forlorn and naked hermitage, remote from all the pleasures of the world; there stay, until the twelve celestial signs have brought about their annual reckoning. if this austere insociable life change not your offer made in heat of blood; if frosts and fasts, hard lodging and thin weeds, nip not the gaudy blossoms of your love, but that it bear this trial and last love; then, at the expiration of the year, come challenge me, challenge me by these deserts, and, by this virgin palm now kissing thine, i will be thine; and, till that instant, shut my woful self up in a mourning house, raining the tears of lamentation for the remembrance of my father's death. if this thou do deny, let our hands part; neither intitled in the other's heart. "
