speaker,text
falstaff,"nay, you shall hear, master brook, what i have suffered to bring this woman to evil for your good. being thus crammed in the basket, a couple of ford's knaves, his hinds, were called forth by their mistress to carry me in the name of foul clothes to datchet-lane: they took me on their shoulders; met the jealous knave their master in the door, who asked them once or twice what they had in their basket. i quaked for fear lest the lunatic knave would have searched it; but fate, ordaining he should be a cuckold, held his hand. well; on went he for a search, and away went i for foul clothes. but mark the sequel, master brook: i suffered the pangs of three several deaths: first, an intolerable-fright, to be detected with a jealous rotten bell-wether; next, to be compassed, like a good bilbo, in the circumference of a peck, hilt to point, heel to head; and then, to be stopped in, like a strong distillation, with stinking clothes that fretted in their own grease: think of that, a man of my kidney, think of that, that am as subject to heat as butter; a man of continual dissolution and thaw: it was a miracle to 'scape suffocation. and in the height of this bath, when i was more than half stewed in grease, like a dutch dish, to be thrown into the thames, and cooled, glowing hot, in that surge, like a horse-shoe; think of that, hissing hot, think of that, master brook! "
ford,"in good sadness, sir, i am sorry that for my sake you have suffered all this. my suit then is desperate; you'll undertake her no more? "
falstaff,"master brook, i will be thrown into etna, as i have been into thames, ere i will leave her thus. her husband is this morning gone a-birding: i have received from her another embassy of meeting; 'twixt eight and nine is the hour, master brook. "
ford,"'tis past eight already, sir. "
falstaff,"is it? i will then address me to my appointment. come to me at your convenient leisure, and you shall know how i speed, and the conclusion shall be crowned with your enjoying her: adieu. you shall have her, master brook; master brook, you shall cuckold ford. "
ford,"hum! ha! is this a vision? is this a dream? do i sleep? master ford, awake! awake, master ford! there's a hole made in your best coat, master ford. this 'tis to be married: this 'tis to have linen and buck-baskets! well, i will proclaim myself what i am: i will now take the lecher; he is at my house; he cannot 'scape me; 'tis impossible he should; he cannot creep into a half-penny purse, nor into a pepper-box; but, lest the devil that guides him should aid him, i will search impossible places. though what i am i cannot avoid, yet to be what i would not, shall not make me tame: if i have horns to make me mad, let the proverb go with me; i'll be horn-mad. "
mrs. page,"is he at master ford's already, thinkest thou? "
quickly,"sure he is by this, or will be presently; but truly, he is very courageous mad about his throwing into the water. mistress ford desires you to come suddenly. "
mrs. page,"i'll be with her by and by: i'll but bring my young man here to school. look, where his master comes; 'tis a playing-day, i see.  "
evans,no; master slender is get the boys leave to play. 
quickly,blessing of his heart! 
mrs. page,"sir hugh, my husband says my son profits nothing in the world at his book: i pray you, ask him some questions in his accidence. "
evans,"come hither, william; hold up your head; come. "
mrs. page,"come on, sirrah; hold up your head; answer your master, be not afraid. "
evans,"william, how many numbers is in nouns? "
william,two. 
quickly,"truly, i thought there had been one number more, because they say, 'od's nouns.' "
evans,"peace your tattlings! what is fair, william? "
william,pulcher. 
quickly,"polecats! there are fairer things than polecats, sure. "
evans,"you are a very simplicity 'oman: i pray you peace. what is lapis, william? "
william,a stone. 
evans,"and what is a stone, william? "
william,a pebble. 
evans,"no, it is lapis: i pray you remember in your prain. "
william,lapis. 
evans,"that is a good william. what is he, william, that does lend articles? "
william,"articles are borrowed of the pronoun, and be thus declined, singulariter, nominativo, hic, hæc, hoc. "
evans,"nominativo, hig, hag, hog; pray you, mark: genitivo, hujus. well, what is your accusative case? "
william,"accusativo, hinc. "
evans,"i pray you, have your remembrance, child; accusativo, hung, hang, hog. "
quickly,"hang hog is latin for bacon, i warrant you. "
evans,"leave your prabbles, 'oman. what is the focative case, william? "
william,"o vocativo, o. "
evans,"remember, william; focative is caret. "
quickly,and that's a good root. 
evans,"'oman, forbear. "
mrs. page,peace! 
evans,"what is your genitive case plural, william? "
william,genitive case? 
evans,ay. 
william,"genitive, horum, harum, horum. "
quickly,"vengeance of jenny's case! fie on her! never name her, child, if she be a whore. "
evans,"for shame, 'oman! "
quickly,"you do ill to teach the child such words. he teaches him to hick and to hack, which they'll do fast enough of themselves, and to call 'horum?' fie upon you! "
evans,"'oman, art thou lunatics? hast thou no understandings for thy cases and the numbers and the genders? thou art as foolish christian creatures as i would desires. "
mrs. page,"prithee, hold thy peace. "
evans,"show me now, william, some declensions of your pronouns. "
william,"forsooth, i have forgot. "
evans,"it is qui, quæ, quod; if you forget your quis, your quæs, and your quods, you must be preeches. go your ways and play; go. "
mrs. page,he is a better scholar than i thought he was. 
evans,"he is a good sprag memory. farewell, mistress page. "
mrs. page,"adieu, good sir hugh. "
falstaff,"mistress ford, your sorrow hath eaten up my sufferance. i see you are obsequious in your love, and i profess requital to a hair's breadth; not only, mistress ford, in the simple office of love, but in all the accoutrement, complement and ceremony of it. but are you sure of your husband now? "
mrs. ford,"he's a-birding, sweet sir john. "
mrs. ford,"step into the chamber, sir john. "
mrs. page,"how now, sweetheart! who's at home besides yourself? "
mrs. ford,"why, none but mine own people. "
mrs. page,indeed! 
mrs. ford,"no, certainly.—"
mrs. page,"truly, i am so glad you have nobody here. "
mrs. ford,why? 
mrs. page,"why, woman, your husband is in his old lunes again: he so takes on yonder with my husband; so rails against all married mankind; so curses all eve's daughters, of what complexion soever; and so buffets himself on the forehead, crying, 'peer out, peer out!' that any madness i ever yet beheld seemed but tameness, civility and patience, to this his distemper he is in now. i am glad the fat knight is not here. "
mrs. ford,"why, does he talk of him? "
mrs. page,"of none but him; and swears he was carried out, the last time he searched for him, in a basket: protests to my husband he is now here, and hath drawn him and the rest of their company from their sport, to make another experiment of his suspicion. but i am glad the knight is not here; now he shall see his own foolery. "
mrs. ford,"how near is he, mistress page? "
mrs. page,hard by; at street end; he will be here anon. 
mrs. ford,i am undone! the knight is here. 
mrs. page,"why then you are utterly shamed, and he's but a dead man. what a woman are you! away with him, away with him! better shame than murder. "
mrs. ford,which way should he go? how should i bestow him? shall i put him into the basket again?  
falstaff,"no, i'll come no more i' the basket. may i not go out ere he come? "
mrs. page,"alas! three of master ford's brothers watch the door with pistols, that none shall issue out; otherwise you might slip away ere he came. but what make you here? "
falstaff,what shall i do? i'll creep up into the chimney. 
mrs. ford,there they always use to discharge their birding-pieces. 
mrs. page,creep into the kiln-hole. 
falstaff,where is it? 
mrs. ford,"he will seek there, on my word. neither press, coffer, chest, trunk, well, vault, but he hath an abstract for the remembrance of such places, and goes to them by his note: there is no hiding you in the house. "
falstaff,"i'll go out, then. "
mrs. page,"if you go out in your own semblance, you die, sir john. unless you go out disguised,— "
mrs. ford,how might we disguise him? 
mrs. page,"alas the day! i know not. there is no woman's gown big enough for him; otherwise, he might put on a hat, a muffler, and a kerchief, and so escape. "
falstaff,"good hearts, devise something: any extremity rather than a mischief. "
mrs. ford,"my maid's aunt, the fat woman of brainford, has a gown above. "
mrs. page,"on my word, it will serve him; she's as big as he is: and there's her thrummed hat and her muffler too. run up, sir john. "
mrs. ford,"go, go, sweet sir john: mistress page and i will look some linen for your head. "
mrs. page,"quick, quick! we'll come dress you straight; put on the gown the while. "
mrs. ford,"i would my husband would meet him in this shape: he cannot abide the old woman of brainford; he swears she's a witch; forbade her my house, and hath threatened to beat her. "
mrs. page,"heaven guide him to thy husband's cudgel, and the devil guide his cudgel afterwards! "
mrs. ford,but is my husband coming? 
mrs. page,"ay, in good sadness, is he; and talks of the basket too, howsoever he hath had intelligence. "
mrs. ford,"we'll try that; for i'll appoint my men to carry the basket again, to meet him at the door with it, as they did last time. "
mrs. page,"nay, but he'll be here presently: let's go dress him like the witch of brainford. "
mrs. ford,i'll first direct my men what they shall do with the basket. go up; i'll bring linen for him straight. 
mrs. page,"hang him, dishonest varlet! we cannot misuse him enough. we'll leave a proof, by that which we will do, wives may be merry, and yet honest too: we do not act that often jest and laugh; 'tis old, but true, 'still swine eats all the draff.' "
mrs. ford,"go, sirs, take the basket again on your shoulders: your master is hard at door; if he bid you set it down, obey him. quickly; dispatch. "
servant 1,"come, come, take it up. "
servant 2,"pray heaven, it be not full of knight again. "
servant 1,i hope not; i had as lief bear so much lead.  
ford,"ay, but if it prove true, master page, have you any way then to unfool me again? set down the basket, villains. somebody call my wife. youth in a basket! o you panderly rascals! there's a knot, a ging, a pack, a conspiracy against me: now shall the devil be shamed. what, wife, i say! come, come forth! behold what honest clothes you send forth to bleaching! "
page,"why, this passes! master ford, you are not to go loose any longer; you must be pinioned. "
evans,"why, this is lunatics! this is mad as a mad dog! "
shallow,"indeed, master ford, this is not well, indeed. "
ford,"so say i too, sir.—  "
mrs. ford,"heaven by my witness, you do, if you suspect me in any dishonesty. "
ford,"well said, brazen-face! hold it out. come forth, sirrah! "
page,this passes! 
mrs. ford,are you not ashamed? let the clothes alone. 
ford,i shall find you anon. 
evans,'tis unreasonable. will you take up your wife's clothes? come away. 
ford,"empty the basket, i say! "
mrs. ford,"why, man, why? "
ford,"master page, as i am an honest man, there was one conveyed out of my house yesterday in this basket: why may not he be there again? in my house i am sure he is; my intelligence is true; my jealousy is reasonable. pluck me out all the linen. "
mrs. ford,if you find a man there he shall die a flea's death. 
page,here's no man. 
shallow,"by my fidelity, this is not well, master ford; this wrongs you. "
evans,"master ford, you must pray, and not follow the imaginations of your own heart: this is jealousies. "
ford,"well, he's not here i seek for. "
page,"no, nor nowhere else but in your brain. "
ford,"help to search my house this one time: if i find not what i seek, show no colour for my extremity; let me for ever be your table-sport; let them say of me, 'as jealous as ford, that searched a hollow walnut for his wife's leman.' satisfy me once more; once more search with me. "
mrs. ford,"what ho, mistress page! come you and the old woman down; my husband will come into the chamber. "
ford,old woman! what old woman's that? 
mrs. ford,"why, it is my maid's aunt of brainford. "
ford,"a witch, a quean, an old cozening quean! have i not forbid her my house? she comes of errands, does she? we are simple men; we do not know what's brought to pass under the profession of fortune-telling. she works by charms, by spells, by the figure, and such daubery as this is, beyond our element: we know nothing. come down, you witch, you hag, you; come down, i say! "
mrs. ford,"nay, good, sweet husband! good gentlemen, let him not strike the old woman.  "
mrs. page,"come, mother prat; come, give me your hand. "
ford,i'll 'prat' her.—
mrs. page,are you not ashamed? i think you have killed the poor woman. 
mrs. ford,"nay, he will do it. 'tis a goodly credit for you. "
ford,"hang her, witch! "
evans,"by yea and no, i think the 'oman is a witch indeed: i like not when a 'oman has a great peard; i spy a great peard under her muffler. "
ford,"will you follow, gentlemen? i beseech you, follow: see but the issue of my jealousy. if i cry out thus upon no trail, never trust me when i open again. "
page,"let's obey his humour a little further. come, gentlemen. "
mrs. page,"trust me, he beat him most pitifully. "
mrs. ford,"nay, by the mass, that he did not; he beat him most unpitifully methought. "
mrs. page,i'll have the cudgel hallowed and hung o'er the altar: it hath done meritorious service. 
mrs. ford,"what think you? may we, with the warrant of womanhood and the witness of a good conscience, pursue him with any further revenge? "
mrs. page,"the spirit of wantonness is, sure, scared out of him: if the devil have him not in fee-simple, with fine and recovery, he will never, i think, in the way of waste, attempt us again. "
mrs. ford,shall we tell our husbands how we have served him? 
mrs. page,"yes, by all means; if it be but to scrape the figures out of your husband's brains. if they can find in their hearts the poor unvirtuous fat knight shall be any further afflicted, we two will still be the ministers. "
mrs. ford,"i'll warrant they'll have him publicly shamed, and methinks there would be no period to the jest, should he not be publicly shamed. "
mrs. page,"come, to the forge with it then; shape it: i would not have things cool. "
bardolph,"sir, the germans desire to have three of your horses: the duke himself will be to-morrow at court, and they are going to meet him. "
host,what duke should that be comes so secretly? i hear not of him in the court. let me speak with the gentlemen; they speak english? 
bardolph,"ay, sir; i'll call them to you. "
host,"they shall have my horses, but i'll make them pay; i'll sauce them: they have had my house a week at command; i have turned away my other guests: they must come off; i'll sauce them. come. "
evans,'tis one of the pest discretions of a 'oman as ever i did look upon. 
page,and did he send you both these letters at an instant? 
mrs. page,within a quarter of an hour. 
ford,"pardon me, wife. henceforth do what thou wilt; i rather will suspect the sun with cold than thee with wantonness: now doth thy honour stand, in him that was of late an heretic, as firm as faith. "
page,"'tis well, 'tis well; no more. be not as extreme in submission as in ofrence; but let our plot go forward: let our wives yet once again, to make us public sport, appoint a meeting with this old fat fellow, where we may take him and disgrace him for it. "
ford,there is no better way than that they spoke of. 
page,"how? to send him word they'll meet him in the park at midnight? fie, fie! he'll never come. "
evans,"you say he has been thrown into the rivers, and has been grievously peaten as an old 'oman: methinks there should be terrors in him that he should not come; methinks his flesh is punished, he shall have no desires. "
page,so think i too. 
mrs. ford,"devise but how you'll use him when he comes, and let us two devise to bring him thither. "
mrs. page,"there is an old tale goes that herne the hunter, sometime a keeper here in windsor forest, doth all the winter-time, at still midnight, walk round about an oak, with great ragg'd horns; and there he blasts the tree, and takes the cattle, and makes milch-kine yield blood, and shakes a chain in a most hideous and dreadful manner: you have heard of such a spirit, and well you know the superstitious idle-headed eld receiv'd and did deliver to our age this tale of herne the hunter for a truth. "
page,"why, yet there want not many that do fear in deep of night to walk by this herne's oak. but what of this? "
mrs. ford,"marry, this is our device; that falstaff at that oak shall meet with us, disguis'd like herne with huge horns on his head. "
page,"well, let it not be doubted but he'll come, and in this shape when you have brought him thither, what shall be done with him? what is your plot? "
mrs. page,"that likewise have we thought upon, and thus: nan page my daughter, and my little son, and three or four more of their growth, we'll dress like urchins, ouphs and fairies, green and white, with rounds of waxen tapers on their heads, and rattles in their hands. upon a sudden, as falstaff, she, and i, are newly met, let them from forth a sawpit rush at once with some diffused song: upon their sight, we two in great amazedness will fly: then let them all encircle him about, and, fairy-like, to-pinch the unclean knight; and ask him why, that hour of fairy revel, in their so sacred paths he dares to tread in shape profane. "
mrs. ford,"and till he tell the truth, let the supposed fairies pinch him sound and burn him with their tapers. "
mrs. page,"the truth being known, we'll all present ourselves, dis-horn the spirit, and mock him home to windsor. "
ford,"the children must be practis'd well to this, or they'll ne'er do't. "
evans,"i will teach the children their behaviours; and i will be like a jack-an-apes also, to burn the knight with my taber. "
ford,that will be excellent. i'll go buy them vizards. 
mrs. page,"my nan shall be the queen of all the fairies, finely attired in a robe of white. "
page,that silk will i go buy:—
ford,"nay, i'll to him again in name of brook; he'll tell me all his purpose. sure, he'll come. "
mrs. page,"fear not you that. go, get us properties, and tricking for our fairies. "
evans,let us about it: it is admirable pleasures and fery honest knaveries. 
mrs. page,"go, mistress ford, send quickly to sir john, to know his mind. "
host,"what wouldst thou have, boor? what, thick-skin? speak, breathe, discuss; brief, short, quick, snap. "
simple,"marry, sir, i come to speak with sir john falstaff from master slender. "
host,"there's his chamber, his house, his castle, his standing-bed and truckle-bed: 'tis painted about with the story of the prodigal, fresh and new. go knock and call: he'll speak like an anthropophaginian unto thee: knock, i say. "
simple,"there's an old woman, a fat woman, gone up into his chamber: i'll be so bold as stay, sir, till she come down; i come to speak with her, indeed. "
host,"ha! a fat woman! the knight may be robbed: i'll call. bully knight! bully sir john! speak from thy lungs military: art thou there? it is thine host, thine ephesian, calls. "
host,"here's a bohemian-tartar tarries the coming down of thy fat woman. let her descend, bully; let her descend; my chambers are honourable: fie! privacy? fie!  "
falstaff,"there was, mine host, an old fat woman even now with me, but she's gone. "
simple,"pray you, sir, was't not the wise woman of brainford? "
falstaff,"ay, marry, was it, muscle-shell: what would you with her? "
simple,"my master, sir, master slender, sent to her, seeing her go thorough the streets, to know, sir, whether one nym, sir, that beguiled him of a chain, had the chain or no. "
falstaff,i spake with the old woman about it. 
simple,"and what says she, i pray, sir? "
falstaff,"marry, she says that the very same man that beguiled master slender of his chain cozened him of it. "
simple,"i would i could have spoken with the woman herself: i had other things to have spoken with her too, from him. "
falstaff,what are they? let us know. 
host,"ay, come; quick. "
simple,"i may not conceal them, sir. "
host,"conceal them, or thou diest. "
simple,"why, sir, they were nothing but about mistress anne page; to know if it were my master's fortune to have her or no. "
falstaff,"'tis, 'tis his fortune. "
simple,"what, sir? "
falstaff,"to have her, or no. go; say the woman told me so. "
simple,"may i be bold to say so, sir? "
falstaff,"ay, sir tike; who more bold? "
simple,i thank your worship: i shall make my master glad with these tidings. 
host,"thou art clerkly, thou art clerkly, sir john. was there a wise woman with thee? "
falstaff,"ay, that there was, mine host; one that hath taught me more wit than ever i learned before in my life: and i paid nothing for it neither, but was paid for my learning.  "
bardolph,"out, alas, sir! cozenage, mere cozenage! "
host,"where be my horses? speak well of them, varletto. "
bardolph,"run away, with the cozeners; for so soon as i came beyond eton, they threw me off, from behind one of them, in a slough of mire; and set spurs and away, like three german devils, three doctor faustuses. "
host,"they are gone but to meet the duke, villain. do not say they be fled: germans are honest men.  "
evans,where is mine host? 
host,"what is the matter, sir? "
evans,"have a care of your entertainments: there is a friend of mine come to town, tells me, there is three cozen-germans that has cozened all the hosts of readins, of maidenhead, of colebrook, of horses and money. i tell you for good will, look you: you are wise and full of gibes and vlouting-stogs, and 'tis not convenient you should be cozened. fare you well. "
caius,vere is mine host de jarteer? 
host,"here, master doctor, in perplexity and doubtful dilemma. "
caius,"i cannot tell vat is dat; but it is tell-a me dat you make grand preparation for a duke de jamany: by my trot, dere is no duke dat de court is know to come. i tell you for good vill: adieu. "
host,"hue and cry, villain! go. assist me, knight; i am undone. fly, run, hue and cry, villain! i am undone! "
falstaff,"i would all the world might be cozened, for i have been cozened and beaten too. if it should come to the ear of the court how i have been transformed, and how my transformation hath been washed and cudgelled, they would melt me out of my fat drop by drop, and liquor fishermen's boots with me: i warrant they would whip me with their fine wits till i were as crest-fallen as a dried pear. i never prospered since i forswore myself at primero. well, if my wind were but long enough to say my prayers, i would repent.  "
quickly,"from the two parties, forsooth. "
falstaff,"the devil take one party and his dam the other! and so they shall be both bestowed. i have suffered more for their sakes, more than the villanous inconstancy of man's disposition is able to bear. "
quickly,"and have not they suffered? yes, i warrant; speciously one of them: mistress ford, good heart, is beaten black and blue, that you cannot see a white spot about her. "
falstaff,"what tellest thou me of black and blue? i was beaten myself into all the colours of the rainbow; and i was like to be apprehended for the witch of brainford: but that my admirable dexterity of wit, my counterfeiting the action of an old woman, delivered me, the knave constable had set me i' the stocks, i' the common stocks, for a witch. "
quickly,"sir, let me speak with you in your chamber; you shall hear how things go, and, i warrant, to your content. here is a letter will say somewhat. good hearts! what ado here is to bring you together! sure, one of you does not serve heaven well, that you are so crossed. "
falstaff,come up into my chamber. 
host,"master fenton, talk not to me: my mind is heavy; i will give over all. "
fenton,"yet hear me speak. assist me in my purpose, and, as i am a gentleman, i'll give thee a hundred pound in gold more than your loss. "
host,"i will hear you, master fenton; and i will, at the least, keep your counsel. "
fenton,"from time to time i have acquainted you with the dear love i bear to fair anne page; who, mutually hath answer'd my affection, so far forth as herself might be her chooser, even to my wish. i have a letter from her of such contents as you will wonder at; the mirth whereof so larded with my matter, that neither singly can be manifested, without the show of both; wherein fat falstaff hath a great scare: the image of the jest i'll show you here at large "
host,"which means she to deceive, father or mother? "
fenton,"both, my good host, to go along with me: and here it rests, that you'll procure the vicar to stay for me at church 'twixt twelve and one, and, in the lawful name of marrying, to give our hearts united ceremony. "
host,"well, husband your device; i'll to the vicar. bring you the maid, you shall not lack a priest. "
fenton,"so shall i evermore be bound to thee; besides, i'll make a present recompense. "
falstaff,"prithee, no more prattling; go: i'll hold. this is the third time; i hope good luck lies in odd numbers. away! go. they say there is divinity in odd numbers, either in nativity, chance or death. away! "
quickly,"i'll provide you a chain, and i'll do what i can to get you a pair of horns. "
falstaff,"away, i say; time wears: hold up your head, and mince. "
ford,"went you not to her yesterday, sir, as you told me you had appointed? "
falstaff,"i went to her, master brook, as you see, like a poor old man; but i came from her, master brook, like a poor old woman. that same knave ford, her husband, hath the finest mad devil of jealousy in him, master brook, that ever governed frenzy. i will tell you: he beat me grievously, in the shape of a woman; for in the shape of a man, master brook, i fear not goliath with a weaver's beam, because i know also life is a shuttle. i am in haste: go along with me; i'll tell you all, master brook. since i plucked geese, played traunt, and whipped top, i knew not what it was to be beaten till lately. follow me: i'll tell you strange things of this knave ford, on whom to-night i will be revenged, and i will deliver his wife into your hand. follow. strange things in hand, master brook! follow. "
page,"come, come; we'll couch i' the castle-ditch till we see the light of our fairies. remember, son slender, my daughter. "
slender,"ay, forsooth; i have spoke with her and we have a nayword how to know one another. i come to her in white, and cry, 'mum;' she cries, 'budget;' and by that we know one another. "
shallow,"that's good too: but what needs either your 'mum,' or her 'budget?' the white will decipher her well enough. it hath struck ten o'clock. "
page,"the night is dark; light and spirits will become it well. heaven prosper our sport! no man means evil but the devil, and we shall know him by his horns. let's away; follow me. "
mrs. page,"master doctor, my daughter is in green: when you see your time, take her by the hand, away with her to the deanery, and dispatch it quickly. go before into the park: we two must go together. "
caius,i know vat i have to do. adieu. 
mrs. page,"fare you well, sir. "
mrs. ford,"where is nan now and her troop of fairies, and the welsh devil, hugh? "
mrs. page,"they are all couched in a pit hard by herne's oak, with obscured lights; which, at the very instant of falstaff's and our meeting, they will at once display to the night. "
mrs. ford,that cannot choose but amaze him. 
mrs. page,"if he be not amazed, he will be mocked; if he be amazed, he will every way be mocked. "
mrs. ford,we'll betray him finely. 
mrs. page,"against such lewdsters and their lechery, those that betray them do no treachery. "
mrs. ford,"the hour draws on: to the oak, to the oak! "
evans,"trib, trib, fairies: come; and remember your parts. be pold, i pray you; follow me into the pit, and when i give the watch-ords, do as i pid you. come, come; trib, trib. "
falstaff,"the windsor bell hath struck twelve; the minute draws on. now, the hot-blooded gods assist me! remember, jove, thou wast a bull for thy europa; love set on thy horns. o powerful love! that, in some respects, makes a beast a man; in some other, a man a beast. you were also, jupiter, a swan for the love of leda; o omnipotent love! how near the god drew to the complexion of a goose! a fault done first in the form of a beast; o jove, a beastly fault! and then another fault in the semblance of a fowl: think on 't, jove; a foul fault! when gods have hot backs, what shall poor men do? for me, i am here a windsor stag; and the fattest, i think, i' the forest: send me a cool rut-time, jove, or who can blame me to piss my tallow? who comes here? my doe?  "
mrs. ford,"sir john! art thou there, my deer? my male deer? "
falstaff,"my doe with the black scut! let the sky rain potatoes; let it thunder to the tune of 'green sleeves;' hail kissing-comfits and snow eringoes; let there come a tempest of provocation, i will shelter me here. "
mrs. ford,"mistress page is come with me, sweetheart. "
falstaff,"divide me like a brib'd buck, each a haunch: i will keep my sides to myself, my shoulders for the fellow of this walk, and my horns i bequeath your husbands. am i a woodman, ha? speak i like herne the hunter? why, now is cupid a child of conscience; he makes restitution. as i am a true spirit, welcome! "
mrs. page,alas! what noise? 
mrs. ford,heaven forgive our sins! 
falstaff,what should this be? 
mrs. ford,"away, away! "
mrs. page,"away, away! "
falstaff,"i think the devil will not have me damned, lest the oil that is in me should set hell on fire; he would never else cross me thus.  "
anne,"fairies, black, grey, green, and white, you moonshine revellers, and shades of night, you orphan heirs of fixed destiny, attend your office and your quality. crier hobgoblin, make the fairy oyes. "
pistol,"elves, list your names: silence, you airy toys! cricket, to windsor chimneys shalt thou leap: where fires thou find'st unrak'd and hearths unswept, there pinch the maids as blue as bilberry: our radiant queen hates sluts and sluttery. "
falstaff,they are fairies; he that speaks to them shall die: i'll wink and couch: no man their works must eye. 
evans,"where's bede? go you, and where you find a maid that, ere she sleep, has thrice her prayers said, rein up the organs of her fantasy, sleep she as sound as careless infancy; but those that sleep and think not on their sins, pinch them, arms, legs, backs, shoulders, sides, and shins. "
anne,"about, about! search windsor castle, elves, within and out: strew good luck, ouphs, on every sacred room, that it may stand till the perpetual doom, in state as wholesome as in state 'tis fit, worthy the owner, and the owner it. the several chairs of order look you scour with juice of balm and every precious flower: each fair instalment, coat, and several crest, with loyal blazon, ever more be blest! and nightly, meadow-fairies, look you sing, like to the garter's compass, in a ring: the expressure that it bears, green let it be, more fertile-fresh than all the field to see; and, honi soit qui mal y pense write in emerald tufts, flowers purple, blue, and white; like sapphire, pearl, and rich embroidery, buckled below fair knighthood's bending knee: fairies use flowers for their charactery. away! disperse! but, till 'tis one o'clock, our dance of custom round about the oak of herne the hunter, let us not forget. "
evans,"pray you, lock hand in hand; yourselves in order set; and twenty glow-worms shall our lanthorns be, to guide our measure round about the tree. but, stay; i smell a man of middle-earth. "
falstaff,"heavens defend me from that welsh fairy, lest he transform me to a piece of cheese! "
pistol,"vile worm, thou wast o'erlook'd even in thy birth. "
anne,"with trial-fire touch me his finger-end: if he be chaste, the flame will back descend and turn him to no pain; but if he start, it is the flesh of a corrupted heart. "
pistol,a trial! come. 
evans,"come, will this wood take fire? "
falstaff,"oh, oh, oh! "
anne,"corrupt, corrupt, and tainted in desire! about him, fairies, sing a scornful rime; and, as you trip, still pinch him to your time.  "
page,"nay, do not fly: i think we have watch'd you now: will none but herne the hunter serve your turn? "
mrs. page,"i pray you, come, hold up the jest no higher. now, good sir john, how like you windsor wives? see you these, husband? do not these fair yokes become the forest better than the town? "
ford,"now sir, who's a cuckold now? master brook, falstaff's a knave, a cuckoldly knave; here are his horns, master brook: and, master brook, he hath enjoyed nothing of ford's but his buck-basket, his cudgel, and twenty pounds of money, which must be paid too, master brook; his horses are arrested for it, master brook. "
mrs. ford,"sir john, we have had ill luck; we could never meet. i will never take you for my love again, but i will always count you my deer. "
falstaff,i do begin to perceive that i am made an ass. 
ford,"ay, and an ox too; both the proofs are extant. "
falstaff,"and these are not fairies? i was three or four times in the thought they were not fairies; and yet the guiltiness of my mind, the sudden surprise of my powers, drove the grossness of the foppery into a received belief, in despite of the teeth of all rime and reason, that they were fairies. see now how wit may be made a jack-a-lent, when 'tis upon ill employment! "
evans,"sir john falstaff, serve got, and leave your desires, and fairies will not pinse you. "
ford,"well said, fairy hugh. "
evans,"and leave you your jealousies too, i pray you. "
ford,"i will never mistrust my wife again, till thou art able to woo her in good english. "
falstaff,"have i laid my brain in the sun and dried it, that it wants matter to prevent so gross o'er-reaching as this? am i ridden with a welsh goat too? shall i have a coxcomb of frize? 'tis time i were choked with a piece of toasted cheese. "
evans,seese is not goot to give putter: your pelly is all putter. 
falstaff,'seese' and 'putter!' have i lived to stand at the taunt of one that makes fritters of english? this is enough to be the decay of lust and late-walking through the realm. 
mrs. page,"why, sir john, do you think, though we would have thrust virtue out of our hearts by the head and shoulders, and have given ourselves without scruple to hell, that ever the devil could have made you our delight? "
ford,"what, a hodge-pudding? a bag of flax? "
mrs. page,a puffed man? 
page,"old, cold, withered, and of intolerable entrails? "
ford,and one that is as slanderous as satan? 
page,and as poor as job? 
ford,and as wicked as his wife? 
evans,"and given to fornications, and to taverns, and sack and wine and metheglins, and to drinkings and swearings and starings, pribbles and prabbles? "
falstaff,"well, i am your theme: you have the start of me; i am dejected; i am not able to answer the welsh flannel. ignorance itself is a plummet o'er me: use me as you will. "
ford,"marry, sir, we'll bring you to windsor, to one master brook, that you have cozened of money, to whom you should have been a pander: over and above that you have suffered, i think, to repay that money will be a biting affliction. "
mrs. ford,"nay, husband, let that go to make amends; forgive that sum, and so we'll all be friends. "
ford,"well, here's my hand: all is forgiven at last. "
page,"yet be cheerful, knight: thou shalt eat a posset to-night at my house; where i will desire thee to laugh at my wife, that now laughs at thee. tell her, master slender hath married her daughter. "
slender,"whoa, ho! ho! father page! "
page,"son, how now! how now, son! have you dispatched? "
slender,"dispatched! i'll make the best in gloster-shire know on 't; would i were hanged, la, else! "
page,"of what, son? "
slender,"i came yonder at eton to marry mistress anne page, and she's a great lubberly boy: if it had not been i' the church, i would have swinged him, or he should have swinged me. if i did not think it had been anne page, would i might never stir! and 'tis a postmaster's boy. "
page,"upon my life, then, you took the wrong. "
slender,"what need you tell me that? i think so, when i took a boy for a girl. if i had been married to him, for all he was in woman's apparel, i would not have had him. "
page,"why, this is your own folly. did not i tell you how you should know my daughter by her garments? "
slender,"i went to her in white, and cried, 'mum,' and she cried 'budget,' as anne and i had appointed; and yet it was not anne, but a postmaster's boy. "
evans,"jeshu! master slender, cannot you see put marry poys? "
page,o i am vexed at heart: what shall i do? 
mrs. page,"good george, be not angry: i knew of your purpose; turned my daughter into green; and, indeed, she is now with the doctor at the deanery, and there married.  "
caius,"vere is mistress page? by gar, i am cozened: i ha' married un garçon, a boy; un paysan, by gar, a boy; it is not anne page: by gar, i am cozened. "
mrs. page,"why, did you not take her in green? "
caius,"ay, by gar, and 'tis a boy: by gar, i'll raise all windsor. "
ford,this is strange. who hath got the right anne? 
page,my heart misgives me: here comes master fenton.  
